[2017/02/22 17:49:00] §6[§cAdmin§6]§d» §3chicken§r executed /spawn at Location{world=CraftWorld{name=world},x=-5131.255884678,y=101.1220623781035,z=771.118295189535,pitch=33.599957,yaw=-248.39966}
[2017/02/22 19:50:56] §6[§aMember§6] §ffybit§r executed //paste at Location{world=CraftWorld{name=world},x=-4957.875385312709,y=78.0,z=388.96219544667633,pitch=11.69994,yaw=189.14954}
[2017/02/22 19:51:09] §6[§aMember§6] §fchicken§r executed /enchantapi add unbreaking 10 at Location{world=CraftWorld{name=world},x=-5010.703820107888,y=74.0,z=-176.04681316649848,pitch=32.999855,yaw=-265.05096}
[2017/02/22 19:51:13] §6[§aMember§6] §fchicken§r executed /enchant mending 1 at Location{world=CraftWorld{name=world},x=-5010.703820107888,y=74.0,z=-176.04681316649848,pitch=32.999855,yaw=-265.05096}
[2017/02/22 19:51:13] §6[§aMember§6] §ffybit§r executed //paste at Location{world=CraftWorld{name=world},x=-4936.199761710758,y=78.0,z=385.9004838190701,pitch=11.849932,yaw=187.94922}
[2017/02/22 19:51:21] §6[§aMember§6] §ffybit§r executed //paste at Location{world=CraftWorld{name=world},x=-4920.753868169812,y=78.0,z=378.52422975951265,pitch=13.499931,yaw=184.7992}
[2017/02/22 19:51:29] §6[§aMember§6] §fchicken§r executed /enchantapi add looting 5 at Location{world=CraftWorld{name=world},x=-5003.3554218683375,y=74.0,z=-185.9730893286963,pitch=4.3498507,yaw=-161.10107}
[2017/02/22 19:52:05] §6[§aMember§6] §ffybit§r executed //paste at Location{world=CraftWorld{name=world},x=-4907.49704971215,y=77.0,z=382.15875905918256,pitch=2.249958,yaw=347.3991}
[2017/02/22 19:52:20] §6[§aMember§6] §ffybit§r executed //paste at Location{world=CraftWorld{name=world},x=-4919.8480983424615,y=78.0,z=381.5215854692096,pitch=17.849972,yaw=172.34912}
[2017/02/22 19:52:27] §6[§aMember§6] §fchicken§r executed /enchantapi add blind 3 at Location{world=CraftWorld{name=world},x=-5009.662031344604,y=74.0,z=-176.4786544484032,pitch=24.9,yaw=-269.40094}
[2017/02/22 19:52:31] §6[§aMember§6] §ffybit§r executed //paste at Location{world=CraftWorld{name=world},x=-4909.995434661425,y=78.0,z=387.51309816449856,pitch=19.949953,yaw=171.29932}
[2017/02/22 19:52:46] §6[§aMember§6] §fchicken§r executed /enchantapi add dash 5 at Location{world=CraftWorld{name=world},x=-5014.941975907514,y=73.0,z=-176.45438246568432,pitch=70.34998,yaw=-258.001}
[2017/02/22 19:53:24] §6[§aMember§6] §fchicken§r executed /enchantapi add knockup 5 at Location{world=CraftWorld{name=world},x=-5014.941975907514,y=73.0,z=-176.45438246568432,pitch=59.399982,yaw=-264.30103}
[2017/02/22 19:54:33] §6[§aMember§6] §ffybit§r executed //cut at Location{world=CraftWorld{name=world},x=-4909.994902978356,y=79.78261590512203,z=209.95793406797412,pitch=52.34994,yaw=311.5498}
[2017/02/22 19:54:49] §6[§aMember§6] §ffybit§r executed //paste at Location{world=CraftWorld{name=world},x=-4945.727602829422,y=78.0,z=384.67106202689934,pitch=16.199934,yaw=245.09924}
[2017/02/22 19:54:58] §6[§aMember§6] §ffybit§r executed //undo at Location{world=CraftWorld{name=world},x=-4952.828376786575,y=87.25447282006415,z=367.9344131449721,pitch=31.049934,yaw=304.94928}
[2017/02/22 19:55:19] §6[§aMember§6] §ffybit§r executed //cut at Location{world=CraftWorld{name=world},x=-4946.197064687459,y=80.14925770303775,z=345.04227336989743,pitch=40.949936,yaw=274.19934}
[2017/02/22 19:55:30] §6[§aMember§6] §fchicken§r executed /enchantapi add frost 3 at Location{world=CraftWorld{name=world},x=-5158.177364706441,y=69.37307704394632,z=-170.40504581052957,pitch=24.149986,yaw=-280.80103}
[2017/02/22 19:55:47] §6[§aMember§6] §fchicken§r executed /enchantapi add fireball at Location{world=CraftWorld{name=world},x=-5158.177364706441,y=69.37307704394632,z=-170.40504581052957,pitch=88.19998,yaw=-280.35104}
[2017/02/22 19:55:54] §6[§aMember§6] §fchicken§r executed /enchantapi add fireball 5 at Location{world=CraftWorld{name=world},x=-5165.108818570599,y=69.37307704394632,z=-169.164647391232,pitch=88.64999,yaw=-279.60107}
[2017/02/22 19:55:56] §6[§aMember§6] §fchicken§r executed /gm 0 at Location{world=CraftWorld{name=world},x=-5169.2399206650725,y=69.37307704394632,z=-164.34470326354423,pitch=8.099991,yaw=-319.6511}
[2017/02/22 19:56:00] §6[§aMember§6] §fchicken§r executed /gm 1 at Location{world=CraftWorld{name=world},x=-5171.945749157726,y=64.0,z=-161.41327043200548,pitch=-9.150009,yaw=-316.95105}
[2017/02/22 19:56:06] §6[§aMember§6] §fchicken§r executed /gm 0 at Location{world=CraftWorld{name=world},x=-5175.571840149957,y=64.0,z=-159.05412047008832,pitch=45.899986,yaw=-301.50107}
[2017/02/22 19:56:13] §6[§aMember§6] §fchicken§r executed /enchantapi add fireball 15 at Location{world=CraftWorld{name=world},x=-5175.571840149957,y=64.0,z=-159.05412047008832,pitch=45.899986,yaw=-301.50107}
[2017/02/22 19:56:13] §6[§aMember§6] §ffybit§r executed //set 2 at Location{world=CraftWorld{name=world},x=-4967.193254093145,y=79.0,z=376.40161636035776,pitch=24.149956,yaw=59.399902}
[2017/02/22 19:56:20] §6[§aMember§6] §fchicken§r executed /enchantapi add fireball 10 at Location{world=CraftWorld{name=world},x=-5177.125709544505,y=64.0,z=-156.91113936338058,pitch=1.6499829,yaw=-264.00107}
[2017/02/22 19:56:27] §6[§aMember§6] §fchicken§r executed /gm 1 at Location{world=CraftWorld{name=world},x=-5180.219591682176,y=64.0,z=-156.67799702015492,pitch=5.9999833,yaw=-265.05106}
[2017/02/22 19:56:40] §6[§aMember§6] §fchicken§r executed /gm 0 at Location{world=CraftWorld{name=world},x=-5180.219591682176,y=64.0,z=-156.67799702015492,pitch=5.9999833,yaw=-265.05106}
[2017/02/22 19:56:44] §6[§aMember§6] §fchicken§r executed /enchantapi add fireball 10 at Location{world=CraftWorld{name=world},x=-5180.263862736158,y=64.0,z=-156.02210994248316,pitch=11.099983,yaw=-253.95105}
[2017/02/22 19:56:47] §6[§aMember§6] §fchicken§r executed /enchantapi add fireball 12 at Location{world=CraftWorld{name=world},x=-5181.371259278158,y=64.0,z=-153.49229799966193,pitch=11.699982,yaw=-254.10106}
[2017/02/22 19:56:50] §6[§aMember§6] §fchicken§r executed /enchantapi add fireball 13 at Location{world=CraftWorld{name=world},x=-5181.18729963738,y=64.0,z=-153.89799012781924,pitch=8.249981,yaw=-257.85107}
[2017/02/22 19:56:58] §6[§aMember§6] §fchicken§r executed /enchantapi add fireball 15 at Location{world=CraftWorld{name=world},x=-5182.242763958816,y=64.0,z=-155.4247671196344,pitch=5.399981,yaw=-257.55112}
[2017/02/22 19:57:07] §6[§aMember§6] §ffybit§r executed //set 2 at Location{world=CraftWorld{name=world},x=-4909.469524819126,y=78.55846240199585,z=353.5551734030431,pitch=63.149975,yaw=44.10016}
[2017/02/22 19:57:16] §6[§aMember§6] §fchicken§r executed /fly at Location{world=CraftWorld{name=world},x=-5176.989000094442,y=64.0,z=-147.98734932397755,pitch=14.399981,yaw=-6.901112}
[2017/02/22 19:57:21] §6[§aMember§6] §ffybit§r executed //set 2 at Location{world=CraftWorld{name=world},x=-4918.391628637433,y=80.07617356308859,z=382.41989557079734,pitch=50.699955,yaw=90.30017}
[2017/02/22 19:57:30] §6[§aMember§6] §ffybit§r executed //set 2 at Location{world=CraftWorld{name=world},x=-4907.7722424475205,y=78.95111648760853,z=378.29582443848244,pitch=41.249928,yaw=173.70013}
[2017/02/22 19:58:09] §6[§aMember§6] §fchicken§r executed /heal at Location{world=CraftWorld{name=world},x=-5101.1007851518125,y=83.17130356077197,z=-71.22505925932404,pitch=23.09996,yaw=220.49883}
[2017/02/22 19:58:12] §6[§aMember§6] §fchicken§r executed /ce book at Location{world=CraftWorld{name=world},x=-5093.254177307051,y=79.8019150034089,z=-78.43408640794584,pitch=65.39996,yaw=236.54883}
[2017/02/22 19:58:12] §6[§aMember§6] §ffybit§r executed //set 2 at Location{world=CraftWorld{name=world},x=-4927.259601253701,y=83.61766086733697,z=333.40209465228884,pitch=50.09992,yaw=156.30035}
[2017/02/22 19:58:15] §6[§aMember§6] §fchicken§r executed /ce info at Location{world=CraftWorld{name=world},x=-5093.166248100288,y=79.8019150034089,z=-78.49929962017383,pitch=65.39996,yaw=236.54883}
[2017/02/22 19:58:26] §6[§aMember§6] §fchicken§r executed /ce book boom 5 at Location{world=CraftWorld{name=world},x=-5093.166248100288,y=79.8019150034089,z=-78.49929962017383,pitch=61.49996,yaw=238.49884}
[2017/02/22 19:58:35] §6[§aMember§6] §fchicken§r executed /gm 1 at Location{world=CraftWorld{name=world},x=-5081.9086278712675,y=73.05758286369989,z=-75.88259911063652,pitch=34.649963,yaw=293.9988}
[2017/02/22 19:58:40] §6[§aMember§6] §fchicken§r executed /gm 0 at Location{world=CraftWorld{name=world},x=-5081.098404694226,y=73.05758286369989,z=-75.48012991084704,pitch=34.49996,yaw=294.1488}
[2017/02/22 19:58:43] §6[§aMember§6] §fchicken§r executed /gm 1 at Location{world=CraftWorld{name=world},x=-5079.442779517152,y=61.0,z=-74.74396843594224,pitch=35.09996,yaw=294.4488}
[2017/02/22 19:58:59] §6[§aMember§6] §fchicken§r executed /gm 1 at Location{world=CraftWorld{name=world},x=-5061.1489357250875,y=72.27150679207105,z=-74.21006803055401,pitch=38.249966,yaw=5.9987793}
[2017/02/22 19:59:01] §6[§aMember§6] §fchicken§r executed /gm 0 at Location{world=CraftWorld{name=world},x=-5060.782738300616,y=72.27150679207105,z=-74.23948602763382,pitch=38.249966,yaw=5.9987793}
[2017/02/22 19:59:02] §6[§aMember§6] §fchicken§r executed /fly at Location{world=CraftWorld{name=world},x=-5060.782738300616,y=64.71196192254303,z=-74.23948602763382,pitch=38.249966,yaw=5.9987793}
[2017/02/22 19:59:07] §6[§aMember§6] §fchicken§r executed /gm 1 at Location{world=CraftWorld{name=world},x=-5052.93927943714,y=69.50106361959016,z=-52.228222212440535,pitch=15.89996,yaw=355.9487}
[2017/02/22 19:59:14] §6[§aMember§6] §ffybit§r executed /up 1 at Location{world=CraftWorld{name=world},x=-4929.134498588788,y=110.89068776001942,z=508.35768622596964,pitch=19.499914,yaw=265.49902}
[2017/02/22 19:59:14] §6[§aMember§6] §ffybit§r executed /up 1 at Location{world=CraftWorld{name=world},x=-4929.5,y=111.0,z=508.5,pitch=19.499914,yaw=265.49902}
[2017/02/22 19:59:30] §6[§aMember§6] §ffybit§r executed //cut at Location{world=CraftWorld{name=world},x=-4900.520796760401,y=94.51145462958272,z=514.2157074978038,pitch=46.79992,yaw=176.39911}
[2017/02/22 19:59:42] §6[§aMember§6] §ffybit§r executed /home boos1 at Location{world=CraftWorld{name=world},x=-4942.25022508436,y=131.63078740057244,z=429.52918560176244,pitch=11.69992,yaw=196.34906}
[2017/02/22 19:59:47] §6[§aMember§6] §ffybit§r executed /home boss1 at Location{world=CraftWorld{name=world},x=-4942.25022508436,y=131.63078740057244,z=429.52918560176244,pitch=11.69992,yaw=196.34906}
[2017/02/22 19:59:55] §6[§aMember§6] §ffybit§r executed /back at Location{world=CraftWorld{name=world},x=-4930.797307475959,y=83.00557337255282,z=345.2427484733783,pitch=9.599921,yaw=98.2511}
[2017/02/22 20:00:25] §6[§aMember§6] §ffybit§r executed //cut at Location{world=CraftWorld{name=world},x=-5004.300000011921,y=81.0,z=467.67866483174595,pitch=24.599901,yaw=2.8491025}
[2017/02/22 20:00:29] §6[§aMember§6] §ffybit§r executed /home boss1 at Location{world=CraftWorld{name=world},x=-5004.300000011921,y=81.0,z=467.67866483174595,pitch=24.599901,yaw=2.8491025}
[2017/02/22 20:00:44] §6[§aMember§6] §ffybit§r executed //paste at Location{world=CraftWorld{name=world},x=-4943.154215176475,y=79.0,z=336.66297720105536,pitch=9.599931,yaw=181.2016}
[2017/02/22 20:00:54] §6[§aMember§6] §ffybit§r executed //undo at Location{world=CraftWorld{name=world},x=-4935.812384183363,y=78.0,z=350.75025541163114,pitch=-11.850068,yaw=138.7514}
[2017/02/22 20:00:58] §6[§aMember§6] §fchicken§r executed /enchantapi add Distortion 3 at Location{world=CraftWorld{name=world},x=-4984.115038210324,y=69.51230580515585,z=-158.26998422330797,pitch=54.44994,yaw=140.99832}
[2017/02/22 20:01:42] §6[§aMember§6] §ffybit§r executed //cut at Location{world=CraftWorld{name=world},x=-5031.533689514426,y=80.0,z=254.30000001192096,pitch=-2.550085,yaw=178.80139}
[2017/02/22 20:01:44] §6[§aMember§6] §fchicken§r executed /gm 3 at Location{world=CraftWorld{name=world},x=-5029.9889619991145,y=73.57489667992206,z=-158.2173310945886,pitch=24.14991,yaw=257.84827}
[2017/02/22 20:01:46] §6[§aMember§6] §fchicken§r executed /gm 0 at Location{world=CraftWorld{name=world},x=-5029.978289684009,y=73.57489667992206,z=-158.2173310945886,pitch=24.14991,yaw=257.84827}
[2017/02/22 20:01:51] §6[§aMember§6] §ffybit§r executed /home boss1 at Location{world=CraftWorld{name=world},x=-5040.596532832147,y=90.26235566258667,z=263.34334437442647,pitch=27.149912,yaw=141.75153}
[2017/02/22 20:01:52] §6[§aMember§6] §fchicken§r executed /gm 1 at Location{world=CraftWorld{name=world},x=-5013.965315603665,y=68.0,z=-169.2083663225475,pitch=2.999914,yaw=137.09827}
[2017/02/22 20:02:03] §6[§aMember§6] §fchicken§r executed /enchantapi add heal 5 at Location{world=CraftWorld{name=world},x=-5009.385598880894,y=74.0,z=-176.7544986710881,pitch=18.299913,yaw=261.44818}
[2017/02/22 20:02:06] §6[§aMember§6] §ffybit§r executed //paste at Location{world=CraftWorld{name=world},x=-4913.699999988079,y=79.0,z=342.30000001192093,pitch=3.2999134,yaw=174.00128}
[2017/02/22 20:02:42] §6[§aMember§6] §fchicken§r executed /nbti lore add &6- Lo?i gây ð?c bi?t at Location{world=CraftWorld{name=world},x=-5017.710392634712,y=72.0,z=-175.59753696757858,pitch=56.249878,yaw=348.1481}
[2017/02/22 20:04:05] §6[§aMember§6] §fchicken§r executed /nbti mod add maxhealth 0 30 mainhand at Location{world=CraftWorld{name=world},x=-5011.39585652233,y=74.0,z=-174.54895524711816,pitch=31.80001,yaw=80.69864}
[2017/02/22 20:04:10] §6[§aMember§6] §ffybit§r executed //paste at Location{world=CraftWorld{name=world},x=-4954.770750851331,y=76.7126215429743,z=341.18081279944545,pitch=6.0000257,yaw=179.39996}
[2017/02/22 20:04:19] §6[§aMember§6] §fchicken§r executed /nbti mod add attackdamage 0 25 at Location{world=CraftWorld{name=world},x=-5016.453583247108,y=69.5,z=-170.65528226158781,pitch=44.100014,yaw=351.5986}
[2017/02/22 20:04:25] §6[§aMember§6] §fchicken§r executed /nbti mod delall at Location{world=CraftWorld{name=world},x=-5015.65033540095,y=68.5,z=-168.49998865800958,pitch=44.100014,yaw=351.5986}
[2017/02/22 20:04:36] §6[§aMember§6] §fchicken§r executed /nbti mod add maxhealth 0 30 mainhand at Location{world=CraftWorld{name=world},x=-5015.65033540095,y=68.5,z=-168.49998865800958,pitch=45.450016,yaw=352.79858}
[2017/02/22 20:04:43] §6[§aMember§6] §ffybit§r executed //paste at Location{world=CraftWorld{name=world},x=-4947.117106200128,y=75.14648516345375,z=340.38248084732237,pitch=-3.8999848,yaw=174.30017}
[2017/02/22 20:04:47] §6[§aMember§6] §fchicken§r executed /nbti mod add maxhealth 1 0.05 mainhand at Location{world=CraftWorld{name=world},x=-5015.65033540095,y=68.5,z=-168.49998865800958,pitch=45.450016,yaw=352.79858}
[2017/02/22 20:04:52] §6[§aMember§6] §fchicken§r executed /nbti mod add maxhealth 1 0.05 mainhand at Location{world=CraftWorld{name=world},x=-5016.944882392008,y=69.0,z=-166.73314994527414,pitch=44.100014,yaw=4.198578}
[2017/02/22 20:05:03] §6[§aMember§6] §fchicken§r executed /nbti mod add attackdamage 0 25 mainhand at Location{world=CraftWorld{name=world},x=-5016.944882392008,y=69.0,z=-166.73314994527414,pitch=46.200012,yaw=4.948578}
[2017/02/22 20:05:34] §6[§aMember§6] §fchicken§r executed /nbti mod add attackdamage 1 0.05 mainhand at Location{world=CraftWorld{name=world},x=-4984.968999616684,y=67.37376864970615,z=-160.96169599866016,pitch=16.949999,yaw=270.1488}
[2017/02/22 20:05:40] §6[§aMember§6] §fchicken§r executed /unbk at Location{world=CraftWorld{name=world},x=-4995.650649119553,y=68.4913615875553,z=-162.16992644991538,pitch=8.4,yaw=150.89877}
[2017/02/22 20:05:45] §6[§aMember§6] §ffybit§r executed //set 2 at Location{world=CraftWorld{name=world},x=-4979.762806853615,y=81.83726868477268,z=336.761765226302,pitch=45.900005,yaw=193.34973}
[2017/02/22 20:06:08] §6[§aMember§6] §ffybit§r executed //set 2 at Location{world=CraftWorld{name=world},x=-4973.198818265932,y=80.35210279754334,z=365.9232759487673,pitch=57.300007,yaw=317.09924}
[2017/02/22 20:06:21] §6[§aMember§6] §ffybit§r executed //set 2 at Location{world=CraftWorld{name=world},x=-4983.342245514811,y=83.65760187714001,z=357.36063783112564,pitch=35.399982,yaw=44.84851}
[2017/02/22 20:06:24] §6[§aMember§6] §fchicken§r executed /nbti lore &4- Có nhi?u hi?u ?ng ð?c bi?t at Location{world=CraftWorld{name=world},x=-5006.429538038865,y=74.46311201937115,z=-163.79430681679915,pitch=54.15001,yaw=36.598816}
[2017/02/22 20:06:30] §6[§aMember§6] §fchicken§r executed /nbti lore add &4- Có nhi?u hi?u ?ng ð?c bi?t at Location{world=CraftWorld{name=world},x=-5007.707647423412,y=74.46311201937115,z=-164.73528684967553,pitch=60.750008,yaw=237.89883}
[2017/02/22 20:07:18] §6[§aMember§6] §fchicken§r executed /enchantapi add blow 5 at Location{world=CraftWorld{name=world},x=-5018.422925063978,y=71.0,z=-167.4652510733368,pitch=81.89993,yaw=-264.75098}
[2017/02/22 20:07:23] §6[§aMember§6] §fchicken§r executed /ce add blow at Location{world=CraftWorld{name=world},x=-5018.422925063978,y=71.0,z=-167.4652510733368,pitch=57.89992,yaw=-37.050934}
[2017/02/22 20:08:20] §6[§aMember§6] §fchicken§r executed /nbti lore add &4- Có kh? nãng tàng h?nh khi t?n công at Location{world=CraftWorld{name=world},x=-5017.936389625236,y=70.0,z=-167.5687829699303,pitch=15.899918,yaw=-97.201294}
[2017/02/22 20:08:54] §6[§aMember§6] §fchicken§r executed /nbti lore add &4- Làm ch?m k? thù khi t?n công at Location{world=CraftWorld{name=world},x=-5017.987441703159,y=69.0,z=-168.54426399656262,pitch=46.79994,yaw=-21.001465}
[2017/02/22 20:09:17] §6[§aMember§6] §fchicken§r executed /nbti lore add &4- Khi?n k? thù b? mù l?a at Location{world=CraftWorld{name=world},x=-5018.362169770948,y=69.0,z=-169.54860346963173,pitch=56.84994,yaw=-21.001465}
[2017/02/22 20:09:40] §6[§aMember§6] §fchicken§r executed /nbti lore del 4 at Location{world=CraftWorld{name=world},x=-5017.713087198279,y=71.0,z=-172.73711719307553,pitch=52.94995,yaw=-61.051147}
[2017/02/22 20:09:42] §6[§aMember§6] §fchicken§r executed /nbti lore del 4 at Location{world=CraftWorld{name=world},x=-5017.713087198279,y=71.0,z=-172.73711719307553,pitch=72.29995,yaw=-76.5011}
[2017/02/22 20:09:47] §6[§aMember§6] §fchicken§r executed /nbti lore del 4 at Location{world=CraftWorld{name=world},x=-5017.713087198279,y=71.0,z=-172.73711719307553,pitch=90.0,yaw=-85.051025}
[2017/02/22 20:09:50] §6[§aMember§6] §fchicken§r executed /nbti lore del 5 at Location{world=CraftWorld{name=world},x=-5017.713087198279,y=71.0,z=-172.73711719307553,pitch=85.05,yaw=-81.60095}
[2017/02/22 20:09:54] §6[§aMember§6] §fchicken§r executed /nbti lore del 5 at Location{world=CraftWorld{name=world},x=-5017.713087198279,y=71.0,z=-172.73711719307553,pitch=90.0,yaw=-89.700806}
[2017/02/22 20:09:56] §6[§aMember§6] §fchicken§r executed /nbti lore del 5 at Location{world=CraftWorld{name=world},x=-5017.713087198279,y=71.0,z=-172.73711719307553,pitch=90.0,yaw=-89.55078}
[2017/02/22 20:10:00] §6[§aMember§6] §fchicken§r executed /nbti lore del 5 at Location{world=CraftWorld{name=world},x=-5017.713087198279,y=71.0,z=-172.73711719307553,pitch=90.0,yaw=-97.651}
[2017/02/22 20:10:03] §6[§aMember§6] §fchicken§r executed /nbti lore del 5 at Location{world=CraftWorld{name=world},x=-5017.713087198279,y=71.0,z=-172.73711719307553,pitch=89.24999,yaw=-98.10095}
[2017/02/22 20:10:08] §6[§aMember§6] §fchicken§r executed /nbti lore add &4- Có kh? nãng tàng h?nh khi t?n công at Location{world=CraftWorld{name=world},x=-5017.636207121379,y=71.5,z=-173.82379729785683,pitch=52.649994,yaw=-24.450928}
[2017/02/22 20:10:11] §6[§aMember§6] §fchicken§r executed /nbti lore add &4- Làm ch?m k? thù khi t?n công at Location{world=CraftWorld{name=world},x=-5017.636207121379,y=71.5,z=-173.82379729785683,pitch=52.649994,yaw=-24.450928}
[2017/02/22 20:10:18] §6[§aMember§6] §fchicken§r executed /nbti lore add &4- Khi?n k? thù b? mù l?a khi t?n công at Location{world=CraftWorld{name=world},x=-5017.636207121379,y=71.5,z=-173.82379729785683,pitch=52.649994,yaw=-24.450928}
[2017/02/22 20:10:38] §6[§aMember§6] §fchicken§r executed /nbti lore delall at Location{world=CraftWorld{name=world},x=-5017.484021036044,y=72.0,z=-175.3024705824553,pitch=32.249996,yaw=-139.20093}
[2017/02/22 20:10:50] §6[§aMember§6] §fchicken§r executed /nbti lore add &6- L?i g?y ð?c bi?t at Location{world=CraftWorld{name=world},x=-5017.484021036044,y=72.0,z=-175.3024705824553,pitch=32.249996,yaw=-139.20093}
[2017/02/22 20:11:01] §6[§aMember§6] §fchicken§r executed /nbti lore add &4- Có nhi?u hi?u ?ng ð?c bi?t at Location{world=CraftWorld{name=world},x=-5017.484021036044,y=72.0,z=-175.3024705824553,pitch=32.249996,yaw=-139.20093}
[2017/02/22 20:11:13] §6[§aMember§6] §fchicken§r executed /nbti lore delall at Location{world=CraftWorld{name=world},x=-5017.484021036044,y=72.0,z=-175.3024705824553,pitch=32.7,yaw=-13.80127}
[2017/02/22 20:11:17] §6[§aMember§6] §fchicken§r executed /nbti lore add &6- Lo?i g?y ð?c bi?t at Location{world=CraftWorld{name=world},x=-5017.58312927621,y=72.5,z=-175.71704064959326,pitch=32.7,yaw=-13.80127}
[2017/02/22 20:11:20] §6[§aMember§6] §fchicken§r executed /nbti lore add &4- Có nhi?u hi?u ?ng ð?c bi?t at Location{world=CraftWorld{name=world},x=-5017.58312927621,y=72.5,z=-175.71704064959326,pitch=32.7,yaw=-13.80127}
[2017/02/22 20:11:26] §6[§aMember§6] §fchicken§r executed /nbti lore add &4- Có kh? nãng tàng h?nh khi t?n công at Location{world=CraftWorld{name=world},x=-5017.58312927621,y=72.5,z=-175.71704064959326,pitch=33.75,yaw=-13.80127}
[2017/02/22 20:11:32] §6[§aMember§6] §fchicken§r executed /nbti lore add &4- Khi?n k? thù b? mù l?a khi t?n công at Location{world=CraftWorld{name=world},x=-5017.58312927621,y=72.5,z=-175.71704064959326,pitch=33.75,yaw=-13.80127}
[2017/02/22 20:11:38] §6[§aMember§6] §fchicken§r executed /nbti lore add &4- Làm ch?m k? thù khi t?n công at Location{world=CraftWorld{name=world},x=-5017.58312927621,y=72.5,z=-175.71704064959326,pitch=78.299995,yaw=-22.80127}
[2017/02/22 20:12:44] §6[§aMember§6] §fchicken§r executed /nbti lore add &5- K? nãng ð?c bi?t: &eT?c bi?n, H?i máu at Location{world=CraftWorld{name=world},x=-5002.9867602208815,y=74.0,z=-178.64302973386637,pitch=31.95001,yaw=-141.15149}
[2017/02/22 20:13:02] §6[§aMember§6] §fchicken§r executed /enchantapi add Distortion 5 at Location{world=CraftWorld{name=world},x=-5013.928020515612,y=73.0,z=-174.21700855779682,pitch=44.70003,yaw=-283.50098}
[2017/02/22 20:13:08] §6[§aMember§6] §fchicken§r executed /enchantapi add Dash 3 at Location{world=CraftWorld{name=world},x=-5013.928020515612,y=73.0,z=-174.21700855779682,pitch=48.300034,yaw=-317.25098}
[2017/02/22 20:13:18] §6[§aMember§6] §fchicken§r executed /enchantapi add blind 3 at Location{world=CraftWorld{name=world},x=-5016.122040781472,y=72.5,z=-175.58675837629585,pitch=52.500034,yaw=-239.85095}
[2017/02/22 20:13:43] §6[§aMember§6] §fchicken§r executed /enchantapi add slowing 3 at Location{world=CraftWorld{name=world},x=-5012.14455334758,y=74.0,z=-176.39431725194933,pitch=22.500034,yaw=-314.5515}
[2017/02/22 20:13:56] §6[§aMember§6] §fchicken§r executed /enchantapi add knockup 5 at Location{world=CraftWorld{name=world},x=-5011.690736587369,y=74.0,z=-176.84812974575462,pitch=87.60004,yaw=-316.20154}
[2017/02/22 20:14:30] §6[§aMember§6] §fchicken§r executed /enchantapi add fire aspect 8 at Location{world=CraftWorld{name=world},x=-5018.435263698933,y=70.0,z=-171.69253457129244,pitch=67.65001,yaw=-343.35156}
[2017/02/22 20:16:09] §6[§aMember§6] §fchicken§r executed /nbti name &6&l??? &c&lG?y Thông Ass &6&l??? at Location{world=CraftWorld{name=world},x=-5065.528476911423,y=75.0,z=-157.55475607005954,pitch=50.700005,yaw=-183.75037}
[2017/02/22 20:16:31] §6[§aMember§6] §fchicken§r executed /cshop at Location{world=CraftWorld{name=world},x=-5000.547948374145,y=74.0,z=-186.67223601433847,pitch=11.100001,yaw=-178.05054}
[2017/02/22 20:16:32] §6[§aMember§6] §fchicken§r executed /give chicken 7 1 0 {display:{Name:"§b§lÐ§e§lá§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 100 coin / 1 cái"]},ench:[{id:35,lvl:5}]} at Location{world=CraftWorld{name=world},x=-5000.547948374145,y=74.0,z=-186.67223601433847,pitch=11.100001,yaw=-178.05054}
[2017/02/22 20:16:32] §6[§aMember§6] §fchicken§r executed /give chicken 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=-5000.547948374145,y=74.0,z=-186.67223601433847,pitch=11.100001,yaw=-178.05054}
[2017/02/22 20:16:33] §6[§aMember§6] §fchicken§r executed /give chicken 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=-5000.547948374145,y=74.0,z=-186.67223601433847,pitch=11.100001,yaw=-178.05054}
