[2017/03/12 13:30:18] §f[§6I§f]§7fybit11§f[§6VIP§b3§f]§r executed /fb reload at Location{world=CraftWorld{name=world},x=344.30000001192093,y=82.0,z=-268.546243887101,pitch=20.24984,yaw=99.6131}
[2017/03/12 15:32:47] §6[§aMember§6] §fwolf§r executed /ce add doubledamage 10 at Location{world=CraftWorld{name=world},x=343.02465900709433,y=83.0,z=-271.76448409008646,pitch=18.29985,yaw=45.2334}
[2017/03/12 15:33:36] §6[§aMember§6] §fwolf§r executed /nbti mod add attackdamage 0 20 mainhand at Location{world=CraftWorld{name=world},x=345.2914325797874,y=83.0,z=-273.8209745898606,pitch=29.849867,yaw=89.77832}
[2017/03/12 15:33:49] §6[§aMember§6] §fwolf§r executed /nbti mod add attackdamage 1 0.05 mainhand at Location{world=CraftWorld{name=world},x=343.19198694400535,y=83.0,z=-272.5735599916984,pitch=29.849867,yaw=89.77832}
[2017/03/12 15:33:54] §6[§aMember§6] §fwolf§r executed /deop fybit11 at Location{world=CraftWorld{name=world},x=337.72757662398203,y=84.0,z=-275.3420700980452,pitch=48.149868,yaw=123.82715}
[2017/03/12 15:33:58] §6[§aMember§6] §ffybit11§r executed /deop f at Location{world=CraftWorld{name=world},x=334.73267004212596,y=83.0,z=-259.8949052040745,pitch=17.699986,yaw=-170.5499}
[2017/03/12 15:34:03] §6[§aMember§6] §ffybit11§r executed /is at Location{world=CraftWorld{name=world},x=335.26778764208814,y=83.0,z=-261.4273540767401,pitch=18.449987,yaw=-258.74994}
[2017/03/12 15:34:25] §6[§aMember§6] §ffybit11§r executed /is at Location{world=CraftWorld{name=skyworld},x=0.5699467144172667,y=150.0,z=257.44029171875206,pitch=9.899999,yaw=172.50003}
[2017/03/12 15:34:31] §6[§aMember§6] §fwolf§r executed /nbti mod add attackspeed 1 0.2 mainhand at Location{world=CraftWorld{name=world},x=344.5106506291802,y=85.0,z=-257.30000001192093,pitch=41.099842,yaw=106.134766}
[2017/03/12 15:34:36] §6[§aMember§6] §ffybit11§r executed /is at Location{world=CraftWorld{name=skyworld},x=0.5699467144172667,y=150.0,z=257.44029171875206,pitch=20.399998,yaw=168.6}
[2017/03/12 15:34:42] §6[§aMember§6] §ffybit11§r executed /is at Location{world=CraftWorld{name=skyworld},x=0.5,y=150.0,z=256.5,pitch=-0.0,yaw=180.0}
[2017/03/12 15:35:06] §6[§aMember§6] §ffybit11§r executed /is at Location{world=CraftWorld{name=skyworld},x=0.5068681166152857,y=150.0,z=257.153604260243,pitch=12.750001,yaw=176.25002}
[2017/03/12 15:35:35] §6[§aMember§6] §fwolf§r executed /nbti name &5&l??? &c&lKi?m &6&lVIP &5&l??? at Location{world=CraftWorld{name=world},x=339.7306565044556,y=86.0,z=-285.26398979050686,pitch=24.449839,yaw=32.489258}
[2017/03/12 15:35:53] §6[§aMember§6] §ffybit11§r executed /spawn at Location{world=CraftWorld{name=skyworld},x=0.608783677409504,y=150.0,z=257.2233557716581,pitch=26.550001,yaw=162.74998}
[2017/03/12 15:36:27] §6[§aMember§6] §fwolf§r executed /enchantapi add sharpness 20 at Location{world=CraftWorld{name=world},x=310.722507847021,y=83.87443535829514,z=-256.2591716959497,pitch=19.049839,yaw=295.29102}
[2017/03/12 15:36:59] §6[§aMember§6] §fwolf§r executed /enchantapi add smite 5 at Location{world=CraftWorld{name=world},x=314.6452700309986,y=83.0,z=-259.59059694896996,pitch=29.249842,yaw=278.95312}
[2017/03/12 15:37:08] §6[§aMember§6] §fwolf§r executed /enchantapi add Bane of Arthropods 5 at Location{world=CraftWorld{name=world},x=314.6452700309986,y=83.0,z=-259.59059694896996,pitch=0.29983553,yaw=314.50293}
[2017/03/12 15:37:12] §6[§aMember§6] §fwolf§r executed /enchantapi unbreaking 10 at Location{world=CraftWorld{name=world},x=314.6452700309986,y=83.0,z=-259.59059694896996,pitch=1.3498356,yaw=299.0537}
[2017/03/12 15:37:17] §6[§aMember§6] §fwolf§r executed /unbk at Location{world=CraftWorld{name=world},x=318.77888971421334,y=83.0,z=-258.42242795135576,pitch=43.499836,yaw=285.40332}
[2017/03/12 15:37:32] §6[§aMember§6] §fwolf§r executed /ce add rage 4 at Location{world=CraftWorld{name=world},x=327.8397562670024,y=83.5,z=-256.34968442788977,pitch=35.549854,yaw=253.74902}
[2017/03/12 15:37:54] §6[§aMember§6] §fwolf§r executed /enchantapi add dash 5 at Location{world=CraftWorld{name=world},x=336.09310360675573,y=84.5,z=-276.47631211561963,pitch=33.599854,yaw=193.74414}
[2017/03/12 15:39:38] §6[§aMember§6] §fwolf§r executed /enchantapi add lightning 5 at Location{world=CraftWorld{name=world},x=330.54558745093016,y=89.0,z=-289.3518629843039,pitch=23.84984,yaw=92.49707}
[2017/03/12 15:39:53] §6[§aMember§6] §fwolf§r executed /enchant mending 1 at Location{world=CraftWorld{name=world},x=336.47197314339707,y=85.5,z=-278.8953942041172,pitch=19.199839,yaw=329.94727}
[2017/03/12 15:40:25] §6[§aMember§6] §fwolf§r executed /enchantapi add fireball 5 at Location{world=CraftWorld{name=world},x=337.2049600634915,y=85.87949780027857,z=-271.65157031860406,pitch=11.999845,yaw=354.9912}
[2017/03/12 15:40:33] §6[§aMember§6] §fwolf§r executed /enchantapi add fireball 7 at Location{world=CraftWorld{name=world},x=337.1863865354074,y=83.0,z=-260.46777583987796,pitch=4.0498424,yaw=359.64844}
[2017/03/12 15:40:45] §6[§aMember§6] §fwolf§r executed /enchantapi add fireball 10 at Location{world=CraftWorld{name=world},x=336.18724005490213,y=84.06919224512635,z=-271.3507492074732,pitch=4.1998115,yaw=187.15039}
[2017/03/12 15:40:57] §6[§aMember§6] §fwolf§r executed /enchantapi add fireball 12 at Location{world=CraftWorld{name=world},x=333.24875888439993,y=86.12638198773112,z=-259.4422193781602,pitch=2.9998157,yaw=161.64941}
[2017/03/12 15:41:25] §6[§aMember§6] §fwolf§r executed /nbti mod add maxhealth 0 10 mainhand at Location{world=CraftWorld{name=world},x=345.80000001192093,y=88.70000004768372,z=-268.30000001192093,pitch=39.89981,yaw=72.25098}
[2017/03/12 15:41:45] §6[§aMember§6] §fwolf§r executed /nbti mod add attackdamage 0 20 mainhand at Location{world=CraftWorld{name=world},x=325.493756961051,y=84.58065334164544,z=-257.97092458321646,pitch=25.499805,yaw=80.34863}
[2017/03/12 15:42:22] §6[§aMember§6] §fwolf§r executed /nbti mod add movementspeed 0.01 at Location{world=CraftWorld{name=world},x=338.623086229481,y=84.59302757615879,z=-259.84011384747566,pitch=10.649854,yaw=209.3457}
[2017/03/12 15:42:26] §6[§aMember§6] §fwolf§r executed /nbti mod add movementspeed 0 0.01 at Location{world=CraftWorld{name=world},x=338.623086229481,y=84.59302757615879,z=-259.84011384747566,pitch=15.149854,yaw=212.3457}
[2017/03/12 15:42:38] §6[§aMember§6] §fwolf§r executed /nbti mod add movementspeed 1 0.1 at Location{world=CraftWorld{name=world},x=337.0529843648634,y=84.5,z=-277.35005907072525,pitch=19.34985,yaw=186.39453}
[2017/03/12 15:42:45] §6[§aMember§6] §fwolf§r executed /nbti mod add movementspeed 1 0.2 at Location{world=CraftWorld{name=world},x=338.0027642665726,y=83.0,z=-267.60766714913274,pitch=34.199856,yaw=9.540039}
[2017/03/12 15:43:11] §6[§aMember§6] §fwolf§r executed /nbti mod add movementspeed 1 0.1 at Location{world=CraftWorld{name=world},x=336.2945954914053,y=83.0,z=-268.9409755464367,pitch=38.54986,yaw=25.89746}
[2017/03/12 15:43:33] §6[§aMember§6] §fwolf§r executed /nbti mod add movementspeed 1 0.3 mainhand at Location{world=CraftWorld{name=world},x=334.3196429361418,y=83.0,z=-263.93837092746395,pitch=29.84986,yaw=262.59375}
[2017/03/12 15:46:04] §6[§aMember§6] §fwolf§r executed /nbti name &2&l??? &6&lThiên &c&lCõ &5&lB?ng &2&l??? at Location{world=CraftWorld{name=world},x=345.0535140088844,y=82.5,z=-269.99666017688503,pitch=17.09973,yaw=47.626953}
[2017/03/12 15:46:08] §6[§aMember§6] §ffybit11§r executed /sethome at Location{world=CraftWorld{name=world},x=333.3010525716373,y=83.0,z=-260.70317228916355,pitch=19.650003,yaw=41.09998}
[2017/03/12 15:46:15] §6[§aMember§6] §ffybit11§r executed /sethome home1 at Location{world=CraftWorld{name=world},x=325.21153082342335,y=83.0,z=-260.2953761027373,pitch=22.2,yaw=90.74998}
[2017/03/12 15:46:19] §6[§aMember§6] §ffybit11§r executed /menu at Location{world=CraftWorld{name=world},x=323.829384954351,y=83.0,z=-260.15362759280123,pitch=22.2,yaw=90.74998}
[2017/03/12 15:46:30] §6[§aMember§6] §fwolf§r executed /enchantapi add dash 5 at Location{world=CraftWorld{name=world},x=339.5406312841022,y=83.0,z=-268.41669545699807,pitch=30.899723,yaw=119.77734}
[2017/03/12 15:46:35] §6[§aMember§6] §ffybit11§r executed /sethome home1 at Location{world=CraftWorld{name=world},x=337.77324957758776,y=83.0,z=-258.3422137043379,pitch=9.750001,yaw=-281.84985}
[2017/03/12 15:46:38] §6[§aMember§6] §ffybit11§r executed /sethome home1 at Location{world=CraftWorld{name=world},x=336.06668759712005,y=83.0,z=-253.65167710911737,pitch=17.85,yaw=-304.64984}
[2017/03/12 15:47:19] §6[§aMember§6] §ffybit11§r executed /sethome home1 at Location{world=CraftWorld{name=world},x=333.3735553046449,y=83.0,z=-256.2940174069499,pitch=22.350004,yaw=-195.14989}
[2017/03/12 15:47:23] §6[§aMember§6] §fwolf§r executed /nbti lore add &e- Ýu ði?m: at Location{world=CraftWorld{name=world},x=322.4819616936618,y=83.0,z=-259.1685398039351,pitch=35.39971,yaw=70.569336}
[2017/03/12 15:47:27] §6[§aMember§6] §fwolf§r executed /nbti lore add &e- Ýu ði?m: at Location{world=CraftWorld{name=world},x=322.96183055764743,y=83.0,z=-260.363382521825,pitch=26.09971,yaw=21.96875}
[2017/03/12 15:48:05] §6[§aMember§6] §fwolf§r executed /nbti lore add &c- Gây sát thýõng chí m?ng at Location{world=CraftWorld{name=world},x=326.0408486833162,y=83.5,z=-263.49866290397716,pitch=28.049711,yaw=238.2627}
[2017/03/12 15:48:32] §6[§aMember§6] §ffybit11§r executed /homes at Location{world=CraftWorld{name=world},x=342.591277629745,y=83.0,z=-262.59829621466434,pitch=2.2500038,yaw=134.55011}
[2017/03/12 15:48:42] §6[§aMember§6] §ffybit11§r executed /sethome dd at Location{world=CraftWorld{name=world},x=332.5235255349804,y=83.0,z=-262.95218234291394,pitch=2.2500038,yaw=134.55011}
[2017/03/12 15:48:59] §6[§aMember§6] §ffybit11§r executed /sethome dd at Location{world=CraftWorld{name=world},x=322.34848466369147,y=83.0,z=-259.79856974429015,pitch=10.050002,yaw=93.90007}
[2017/03/12 15:49:00] §6[§aMember§6] §fwolf§r executed /nbti lore add &c- T?c bi?n &5(chu?t ph?i) at Location{world=CraftWorld{name=world},x=334.9047379426375,y=87.24407105319746,z=-322.7913423203076,pitch=29.699707,yaw=358.4043}
[2017/03/12 15:49:39] §6[§aMember§6] §fwolf§r executed /nbti lore add &c- B?n c?u l?a at Location{world=CraftWorld{name=world},x=338.2266515492195,y=86.38151487544653,z=-280.30000001192093,pitch=26.999706,yaw=356.6084}
[2017/03/12 15:50:03] §6[§aMember§6] §fwolf§r executed /nbti lore add &c- Ðánh ra s?m sét at Location{world=CraftWorld{name=world},x=335.30000001192093,y=85.5,z=-279.11592458395864,pitch=35.399704,yaw=220.4082}
[2017/03/12 15:50:12] §6[§aMember§6] §fwolf§r executed /nbti lore add &c- T?c bi?n &5(chu?t ph?i) at Location{world=CraftWorld{name=world},x=335.00482070769255,y=86.5,z=-281.23379759401627,pitch=49.199703,yaw=8.457031}
[2017/03/12 15:50:45] §6[§aMember§6] §fwolf§r executed /nbti lore add &c- Sát thýõng tãng sau m?i l?n ðánh trúng at Location{world=CraftWorld{name=world},x=335.2453425532723,y=85.0,z=-314.7776484937905,pitch=-1.0502911,yaw=351.9629}
[2017/03/12 15:50:47] §f? §6[§1L§ce§6g§ae§bn§5d§6]§2» §3fybit11§r executed /menu at Location{world=CraftWorld{name=world},x=332.7774430741806,y=83.0,z=-254.57429212202504,pitch=5.2500486,yaw=126.599335}
[2017/03/12 15:51:00] §f? §6[§1L§ce§6g§ae§bn§5d§6]§2» §3fybit11§r executed /viptime at Location{world=CraftWorld{name=world},x=329.6851702690155,y=83.0,z=-252.59930229181413,pitch=14.10005,yaw=129.74933}
[2017/03/12 15:51:05] §f? §6[§1L§ce§6g§ae§bn§5d§6]§2» §3fybit11§r executed /menu at Location{world=CraftWorld{name=world},x=327.7198081631367,y=83.0,z=-258.6802309752791,pitch=14.10005,yaw=129.74933}
[2017/03/12 15:51:08] §f? §6[§1L§ce§6g§ae§bn§5d§6]§2» §3fybit11§r executed /viptime at Location{world=CraftWorld{name=world},x=327.7198081631367,y=83.0,z=-258.6802309752791,pitch=14.10005,yaw=129.74933}
[2017/03/12 15:51:41] §6[§aMember§6] §fwolf§r executed /shopkeepr at Location{world=CraftWorld{name=world},x=332.38745690401737,y=85.0,z=-319.34020650399793,pitch=55.79969,yaw=39.958984}
[2017/03/12 15:51:43] §6[§aMember§6] §fwolf§r executed /shopkeeper at Location{world=CraftWorld{name=world},x=332.38745690401737,y=85.0,z=-319.34020650399793,pitch=55.79969,yaw=39.958984}
[2017/03/12 15:51:45] §6[§aMember§6] §fwolf§r executed /shopkeeper at Location{world=CraftWorld{name=world},x=330.53992481428565,y=85.0,z=-321.29425122003425,pitch=55.79969,yaw=39.958984}
[2017/03/12 15:51:47] §6[§aMember§6] §fwolf§r executed /shopkeeper at Location{world=CraftWorld{name=world},x=330.18469163519063,y=85.0,z=-323.6140751484988,pitch=55.79969,yaw=39.958984}
[2017/03/12 15:51:48] §6[§aMember§6] §fwolf§r executed /shopkeeper at Location{world=CraftWorld{name=world},x=330.01422729445216,y=85.0,z=-325.5848859049336,pitch=55.79969,yaw=39.958984}
[2017/03/12 15:51:50] §6[§aMember§6] §fwolf§r executed /shopkeeper at Location{world=CraftWorld{name=world},x=332.0541019811196,y=85.0,z=-327.3013436629186,pitch=55.79969,yaw=39.958984}
[2017/03/12 15:51:52] §6[§aMember§6] §fwolf§r executed /shopkeeper at Location{world=CraftWorld{name=world},x=334.27973043677065,y=85.0,z=-329.6515390643778,pitch=55.79969,yaw=39.958984}
[2017/03/12 15:52:04] §6[§aMember§6] §fwolf§r executed /shopkeeper at Location{world=CraftWorld{name=world},x=331.68772839945586,y=85.0,z=-325.96487033787616,pitch=55.94967,yaw=119.01465}
[2017/03/12 15:52:07] §6[§aMember§6] §fwolf§r executed /shopkeeper at Location{world=CraftWorld{name=world},x=333.4906709057588,y=85.0,z=-326.08048302010286,pitch=39.59968,yaw=153.21289}
[2017/03/12 15:52:19] §6[§aMember§6] §fwolf§r executed /shopkeeper at Location{world=CraftWorld{name=world},x=336.00697688673273,y=85.0,z=-328.3219477484078,pitch=46.199677,yaw=94.85254}
[2017/03/12 15:52:21] §6[§aMember§6] §fwolf§r executed /shopkeeper at Location{world=CraftWorld{name=world},x=338.2067223090118,y=85.0,z=-328.5721815493207,pitch=46.199677,yaw=94.85254}
[2017/03/12 15:52:24] §6[§aMember§6] §fwolf§r executed /shopkeeper at Location{world=CraftWorld{name=world},x=338.21550793446954,y=85.0,z=-326.4032787392593,pitch=57.44967,yaw=186.05566}
[2017/03/12 15:52:26] §6[§aMember§6] §fwolf§r executed /shopkeeper at Location{world=CraftWorld{name=world},x=340.3505293365939,y=85.0,z=-324.7142463296185,pitch=57.44967,yaw=186.05566}
[2017/03/12 15:52:28] §6[§aMember§6] §fwolf§r executed /shopkeeper at Location{world=CraftWorld{name=world},x=341.4960579482575,y=85.0,z=-322.3536844134246,pitch=57.44967,yaw=186.05566}
[2017/03/12 15:52:33] §6[§aMember§6] §fwolf§r executed /shopkeeper at Location{world=CraftWorld{name=world},x=338.92990737178746,y=85.0,z=-320.7213657549339,pitch=43.349674,yaw=245.4541}
[2017/03/12 15:52:34] §6[§aMember§6] §fwolf§r executed /shopkeeper at Location{world=CraftWorld{name=world},x=337.82456692348165,y=85.0,z=-318.66982325865047,pitch=43.349674,yaw=245.4541}
[2017/03/12 15:52:39] §6[§aMember§6] §fwolf§r executed /shopkeeper at Location{world=CraftWorld{name=world},x=336.5279400666073,y=85.0,z=-319.5383172336957,pitch=34.949673,yaw=338.6084}
[2017/03/12 15:52:46] §6[§aMember§6] §fwolf§r executed /cshop at Location{world=CraftWorld{name=world},x=333.8512701228876,y=85.0,z=-320.1800291830948,pitch=5.549678,yaw=62.907227}
[2017/03/12 15:52:48] §6[§aMember§6] §fwolf§r executed /give wolf 7 1 0 {display:{Name:"§b§lÐ§e§lá§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 100 coin / 1 cái"]},ench:[{id:35,lvl:5}]} at Location{world=CraftWorld{name=world},x=333.8512701228876,y=85.0,z=-320.1800291830948,pitch=5.549678,yaw=62.907227}
[2017/03/12 15:52:50] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=333.8512701228876,y=85.0,z=-320.1800291830948,pitch=5.549678,yaw=62.907227}
[2017/03/12 15:52:50] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=333.8512701228876,y=85.0,z=-320.1800291830948,pitch=5.549678,yaw=62.907227}
[2017/03/12 15:52:50] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=333.8512701228876,y=85.0,z=-320.1800291830948,pitch=5.549678,yaw=62.907227}
[2017/03/12 15:52:50] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=333.8512701228876,y=85.0,z=-320.1800291830948,pitch=5.549678,yaw=62.907227}
[2017/03/12 15:52:51] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=333.8512701228876,y=85.0,z=-320.1800291830948,pitch=5.549678,yaw=62.907227}
[2017/03/12 15:52:51] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=333.8512701228876,y=85.0,z=-320.1800291830948,pitch=5.549678,yaw=62.907227}
[2017/03/12 15:52:51] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=333.8512701228876,y=85.0,z=-320.1800291830948,pitch=5.549678,yaw=62.907227}
[2017/03/12 15:52:51] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=333.8512701228876,y=85.0,z=-320.1800291830948,pitch=5.549678,yaw=62.907227}
[2017/03/12 15:52:52] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=333.8512701228876,y=85.0,z=-320.1800291830948,pitch=5.549678,yaw=62.907227}
[2017/03/12 15:52:52] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=333.8512701228876,y=85.0,z=-320.1800291830948,pitch=5.549678,yaw=62.907227}
[2017/03/12 15:52:52] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=333.8512701228876,y=85.0,z=-320.1800291830948,pitch=5.549678,yaw=62.907227}
[2017/03/12 15:52:53] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=333.8512701228876,y=85.0,z=-320.1800291830948,pitch=5.549678,yaw=62.907227}
[2017/03/12 15:52:53] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=333.8512701228876,y=85.0,z=-320.1800291830948,pitch=5.549678,yaw=62.907227}
[2017/03/12 15:52:53] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=333.8512701228876,y=85.0,z=-320.1800291830948,pitch=5.549678,yaw=62.907227}
[2017/03/12 15:52:53] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=333.8512701228876,y=85.0,z=-320.1800291830948,pitch=5.549678,yaw=62.907227}
[2017/03/12 15:52:54] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=333.8512701228876,y=85.0,z=-320.1800291830948,pitch=5.549678,yaw=62.907227}
[2017/03/12 15:52:54] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=333.8512701228876,y=85.0,z=-320.1800291830948,pitch=5.549678,yaw=62.907227}
[2017/03/12 15:52:54] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=333.8512701228876,y=85.0,z=-320.1800291830948,pitch=5.549678,yaw=62.907227}
[2017/03/12 15:52:54] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=333.8512701228876,y=85.0,z=-320.1800291830948,pitch=5.549678,yaw=62.907227}
